dt,x,y,position,velocity,acceleration,jerk,heading
0.25,5.200000000641317,49.092592591951274,0.0,0.0,0.0,0.0,6.283167400225472
0.25,5.237020854272622,49.09259892212492,0.037020854172500665,0.14808341669000266,0.5923336667600106,2.3693346670400426,0.0003553564340076122
0.25,5.3536716301475895,49.09270123158998,0.15367167491311354,0.46660328296245146,1.274079465089795,2.7269831933191377,0.0014658459577073304
0.25,5.586986664104474,49.09327620028838,0.38698741732949304,0.933262969665518,1.8666387468122663,2.3702371268898847,0.003644944004084598
0.25,5.975879135200298,49.095304630339776,0.7758851784486458,1.5555910444766112,2.489312299244373,2.490694209728426,0.007152535066932322
0.25,6.5203819792224955,49.10030106434953,1.3204109459758357,2.17810307010876,2.4900481025285943,0.002943213136886058,0.01180183179275724
0.25,7.220509248346239,49.1102026732356,2.020608228767767,2.800789131167726,2.4907442442358647,0.0027845668290815695,0.017330661497037804
0.25,8.076233692601667,49.12718204877671,2.8765011097347877,3.423571523868082,2.4911295708014247,0.0015413062622400275,0.02340116694190491
0.25,9.087470547168424,49.15340130027043,3.888077812305067,4.046306810281118,2.490941145652144,-0.000753700597122986,0.029599795293921448
0.25,10.254074807465269,49.190704224840125,5.05527831278654,4.668802001925892,2.4899807665790945,-0.0038415162921978663,0.035437618190068354
0.25,11.535912374045012,49.23865303274197,6.338012359763654,5.130936187908455,1.8485367439302536,-2.5657760905953637,0.04022885910483627
0.25,12.855121779417157,49.293485556535856,7.658360821681165,5.281393847670043,0.6018306390463515,-4.986824419535608,0.04338398045187791
0.25,14.133993000992046,49.34979496103795,8.938471110057845,5.120441153506723,-0.6438107766532788,-4.982565662798521,0.044721913984817944
0.25,15.294948448636289,49.40178505652155,10.1005900890971,4.6484759161570155,-1.8878609493988314,-4.9762006909822105,0.04446855772063466
0.25,16.300376176224155,49.44617964755223,11.106997459457276,4.0256294814407,-2.4913857388652616,-2.4140991578657207,0.043119642744753967
0.25,17.15039216276613,49.48241800711743,11.95778556238356,3.4031524117051375,-2.4899082789422504,0.005909839692044727,0.04116101164413251
0.25,17.84506132602392,49.510665579695576,12.653028808836076,2.7809729858100645,-2.488717703580292,0.004762301447833295,0.03900351292084478
0.25,18.384409911650835,49.53149931411723,13.192779622923192,2.159003256348466,-2.4878789178463947,0.0033551429355895834,0.03698302198739421
0.25,18.76951540135737,49.54568325994234,13.578146230871106,1.5414664317916524,-2.4701472982272534,0.07092647847656508,0.03535562409396323
0.25,19.000369684016345,49.553879715647035,13.809145974827908,0.9239989758272135,-2.469869823857756,0.0011098974779901738,0.03430629765044428
